case,contrast,can_id,field,a_mode,b_mode,a_purity,b_purity,a_unique,b_unique,a_median,b_median,effect_size,a_samples,b_samples,score
ac_charge,charging_vs_unplugged_post,0x212,B6,48,119,1.0,1.0,1,1,48.0,119.0,2.18218,1050,450,96.704
ac_charge,charging_vs_unplugged_post,0x212,B7,67,98,1.0,1.0,1,1,67.0,98.0,2.18218,1050,450,96.704
ac_charge,charging_vs_unplugged_post,0x21D,B0,47,4,1.0,1.0,1,1,47.0,4.0,2.18218,1050,450,96.704
ac_charge,charging_vs_unplugged_post,0x21D,B1,64,0,1.0,1.0,1,1,64.0,0.0,2.18218,1050,450,96.704
ac_charge,charging_vs_unplugged_post,0x21D,B2,34,53,1.0,1.0,1,1,34.0,53.0,2.18218,1050,450,96.704
ac_charge,charging_vs_unplugged_post,0x21D,B3,32,0,1.0,1.0,1,1,32.0,0.0,2.18218,1050,450,96.704
ac_charge,charging_vs_unplugged_post,0x21D,B4,128,0,1.0,1.0,1,1,128.0,0.0,2.18218,1050,450,96.704
ac_charge,charging_vs_unplugged_post,0x21D,B6,48,0,1.0,1.0,1,1,48.0,0.0,2.18218,1050,450,96.704
ac_charge,charging_vs_unplugged_post,0x228,B3,143,140,1.0,1.0,1,1,143.0,140.0,2.18218,1050,450,96.704
ac_charge,charging_vs_unplugged_post,0x228,B5,12,140,1.0,1.0,1,1,12.0,140.0,2.18218,1050,450,96.704
ac_charge,charging_vs_unplugged_post,0x232,B0,10,74,1.0,1.0,1,1,10.0,74,2.17803,104,45,96.704
ac_charge,charging_vs_unplugged_post,0x232,B1,2,0,1.0,1.0,1,1,2.0,0,2.17803,104,45,96.704
ac_charge,charging_vs_unplugged_post,0x241,B1,60,44,1.0,1.0,1,1,60.0,44.0,2.18218,1050,450,96.704
ac_charge,charging_vs_unplugged_post,0x241,B4,143,11,1.0,1.0,1,1,143.0,11.0,2.18218,1050,450,96.704
ac_charge,charging_vs_unplugged_post,0x241,B5,85,83,1.0,1.0,1,1,85.0,83.0,2.18218,1050,450,96.704
ac_charge,charging_vs_unplugged_post,0x24A,B0,1,3,1.0,1.0,1,1,1,3,2.18218,105,45,96.704
ac_charge,charging_vs_unplugged_post,0x252,B2,203,144,1.0,1.0,1,1,203.0,144.0,2.18218,1050,450,96.704
ac_charge,charging_vs_unplugged_post,0x252,B3,5,6,1.0,1.0,1,1,5.0,6.0,2.18218,1050,450,96.704
ac_charge,charging_vs_unplugged_post,0x252,B4,244,0,1.0,1.0,1,1,244.0,0.0,2.18218,1050,450,96.704
ac_charge,charging_vs_unplugged_post,0x252,B6,25,24,1.0,1.0,1,1,25.0,24.0,2.18218,1050,450,96.704
ac_charge,charging_vs_unplugged_post,0x25D,B0,114,54,1.0,1.0,1,1,114.0,54.0,2.18218,1050,450,96.704
ac_charge,charging_vs_unplugged_post,0x25D,B1,129,65,1.0,1.0,1,1,129.0,65.0,2.18218,1050,450,96.704
ac_charge,charging_vs_unplugged_post,0x25D,B2,41,1,1.0,1.0,1,1,41.0,1.0,2.18218,1050,450,96.704
ac_charge,charging_vs_unplugged_post,0x25D,B3,172,22,1.0,1.0,1,1,172.0,22.0,2.18218,1050,450,96.704
ac_charge,charging_vs_unplugged_post,0x25D,B5,241,240,1.0,1.0,1,1,241.0,240.0,2.18218,1050,450,96.704
ac_charge,charging_vs_unplugged_post,0x264,B2,208,0,1.0,1.0,1,1,208.0,0.0,2.18218,1050,450,96.704
ac_charge,charging_vs_unplugged_post,0x264,B4,64,160,1.0,1.0,1,1,64.0,160.0,2.18218,1050,450,96.704
ac_charge,charging_vs_unplugged_post,0x264,B5,1,0,1.0,1.0,1,1,1.0,0.0,2.18218,1050,450,96.704
ac_charge,charging_vs_unplugged_post,0x273,B4,60,72,1.0,1.0,1,1,60.0,72.0,2.18218,210,90,96.704
ac_charge,charging_vs_unplugged_post,0x288,B3,143,140,1.0,1.0,1,1,143.0,140.0,2.18218,1050,450,96.704
ac_charge,charging_vs_unplugged_post,0x288,B5,12,140,1.0,1.0,1,1,12.0,140.0,2.18218,1050,450,96.704
ac_charge,charging_vs_unplugged_post,0x2A8,B5,128,0,1.0,1.0,1,1,128.0,0.0,2.18218,1050,450,96.704
ac_charge,charging_vs_unplugged_post,0x2AA,B0,103,47,1.0,1.0,1,1,103.0,47,2.18315,1050,449,96.704
ac_charge,charging_vs_unplugged_post,0x2D2,B2,172,164,1.0,1.0,1,1,172.0,164.0,2.18218,1050,450,96.704
ac_charge,charging_vs_unplugged_post,0x2D2,B5,6,0,1.0,1.0,1,1,6.0,0.0,2.18218,1050,450,96.704
ac_charge,charging_vs_unplugged_post,0x2D2,B6,111,161,1.0,1.0,1,1,111.0,161.0,2.18218,1050,450,96.704
ac_charge,charging_vs_unplugged_post,0x2D3,B4,67,66,1.0,1.0,1,1,67,66.0,2.18426,211,90,96.704
ac_charge,charging_vs_unplugged_post,0x2D3,B6,31,30,1.0,1.0,1,1,31,30.0,2.18426,211,90,96.704
ac_charge,charging_vs_unplugged_post,0x2E8,B5,128,0,1.0,1.0,1,1,128.0,0.0,2.18218,1050,450,96.704
ac_charge,charging_vs_unplugged_post,0x2EC,B0,103,47,1.0,1.0,1,1,103.0,47.0,2.18218,1050,450,96.704
ac_charge,charging_vs_unplugged_post,0x32A,B3,0,15,1.0,1.0,1,1,0,15,2.18218,21,9,96.704
ac_charge,charging_vs_unplugged_post,0x333,B1,32,16,1.0,1.0,1,1,32.0,16.0,2.18218,210,90,96.704
ac_charge,charging_vs_unplugged_post,0x348,B3,5,6,1.0,1.0,1,1,5,6,2.18218,105,45,96.704
ac_charge,charging_vs_unplugged_post,0x353,B6,252,253,1.0,1.0,1,1,252,253,2.18218,105,45,96.704
ac_charge,charging_vs_unplugged_post,0x364,B0,60,0,1.0,1.0,1,1,60,0,2.18218,105,45,96.704
ac_charge,charging_vs_unplugged_post,0x364,B1,120,130,1.0,1.0,1,1,120,130,2.18218,105,45,96.704
ac_charge,charging_vs_unplugged_post,0x3F5,B2,60,72,1.0,1.0,1,1,60.0,72.0,2.18218,1050,450,96.704
ac_charge,charging_vs_unplugged_post,0x401,B3,131,130,1.0,1.0,1,1,131,130.0,2.18206,3779,1620,96.704
ac_charge,charging_vs_unplugged_post,0x41D,B0,32,96,1.0,1.0,1,1,32.0,96.0,2.18218,1050,450,96.704
ac_charge,charging_vs_unplugged_post,0x43D,B0,37,0,1.0,1.0,1,1,37.0,0.0,2.18218,1050,450,96.704
ac_charge,charging_vs_unplugged_post,0x43D,B1,64,0,1.0,1.0,1,1,64.0,0.0,2.18218,1050,450,96.704
ac_charge,charging_vs_unplugged_post,0x43D,B5,34,0,1.0,1.0,1,1,34.0,0.0,2.18218,1050,450,96.704
ac_charge,charging_vs_unplugged_post,0x472,B4,16,0,1.0,1.0,1,1,16,0,2.18218,105,45,96.704
ac_charge,charging_vs_unplugged_post,0x49D,B6,32,0,1.0,1.0,1,1,32.0,0.0,2.18218,1050,450,96.704
ac_charge,charging_vs_unplugged_pre,0x132,B1,139,138,1.0,1.0,1,1,139,138.0,2.53727,10499,2500,96.704
ac_charge,charging_vs_unplugged_pre,0x132,B3,0,255,1.0,1.0,1,1,0,255.0,2.53727,10499,2500,96.704
ac_charge,charging_vs_unplugged_pre,0x132,B5,65,64,1.0,1.0,1,1,65,64.0,2.53727,10499,2500,96.704
ac_charge,charging_vs_unplugged_pre,0x204,B0,102,1,1.0,1.0,1,1,102.0,1.0,2.53734,1050,250,96.704
ac_charge,charging_vs_unplugged_pre,0x204,B1,3,0,1.0,1.0,1,1,3.0,0.0,2.53734,1050,250,96.704
ac_charge,charging_vs_unplugged_pre,0x204,B5,160,0,1.0,1.0,1,1,160.0,0.0,2.53734,1050,250,96.704
ac_charge,charging_vs_unplugged_pre,0x204,B7,17,16,1.0,1.0,1,1,17.0,16.0,2.53734,1050,250,96.704
ac_charge,charging_vs_unplugged_pre,0x20A,B5,17,1,1.0,1.0,1,1,17,1,2.53734,105,25,96.704
ac_charge,charging_vs_unplugged_pre,0x212,B0,89,88,1.0,1.0,1,1,89.0,88.0,2.53734,1050,250,96.704
ac_charge,charging_vs_unplugged_pre,0x212,B2,32,0,1.0,1.0,1,1,32.0,0.0,2.53734,1050,250,96.704
ac_charge,charging_vs_unplugged_pre,0x212,B3,64,0,1.0,1.0,1,1,64.0,0.0,2.53734,1050,250,96.704
ac_charge,charging_vs_unplugged_pre,0x212,B5,28,255,1.0,1.0,1,1,28.0,255.0,2.53734,1050,250,96.704
ac_charge,charging_vs_unplugged_pre,0x212,B6,48,119,1.0,1.0,1,1,48.0,119.0,2.53734,1050,250,96.704
ac_charge,charging_vs_unplugged_pre,0x212,B7,67,98,1.0,1.0,1,1,67.0,98.0,2.53734,1050,250,96.704
ac_charge,charging_vs_unplugged_pre,0x21D,B0,47,4,1.0,1.0,1,1,47.0,4.0,2.53734,1050,250,96.704
ac_charge,charging_vs_unplugged_pre,0x21D,B1,64,0,1.0,1.0,1,1,64.0,0.0,2.53734,1050,250,96.704
ac_charge,charging_vs_unplugged_pre,0x21D,B2,34,53,1.0,1.0,1,1,34.0,53.0,2.53734,1050,250,96.704
ac_charge,charging_vs_unplugged_pre,0x21D,B3,32,0,1.0,1.0,1,1,32.0,0.0,2.53734,1050,250,96.704
ac_charge,charging_vs_unplugged_pre,0x21D,B4,128,0,1.0,1.0,1,1,128.0,0.0,2.53734,1050,250,96.704
ac_charge,charging_vs_unplugged_pre,0x21D,B6,48,0,1.0,1.0,1,1,48.0,0.0,2.53734,1050,250,96.704
ac_charge,charging_vs_unplugged_pre,0x228,B3,143,140,1.0,1.0,1,1,143.0,140.0,2.53734,1050,250,96.704
ac_charge,charging_vs_unplugged_pre,0x228,B5,12,140,1.0,1.0,1,1,12.0,140.0,2.53734,1050,250,96.704
ac_charge,charging_vs_unplugged_pre,0x232,B0,10,74,1.0,1.0,1,1,10.0,74,2.5299,104,25,96.704
ac_charge,charging_vs_unplugged_pre,0x232,B1,2,0,1.0,1.0,1,1,2.0,0,2.5299,104,25,96.704
ac_charge,charging_vs_unplugged_pre,0x241,B1,60,44,1.0,1.0,1,1,60.0,44.0,2.53734,1050,250,96.704
ac_charge,charging_vs_unplugged_pre,0x241,B4,143,11,1.0,1.0,1,1,143.0,11.0,2.53734,1050,250,96.704
ac_charge,charging_vs_unplugged_pre,0x241,B5,85,83,1.0,1.0,1,1,85.0,83.0,2.53734,1050,250,96.704
ac_charge,charging_vs_unplugged_pre,0x24A,B0,1,3,1.0,1.0,1,1,1,3,2.53734,105,25,96.704
ac_charge,charging_vs_unplugged_pre,0x252,B2,203,143,1.0,1.0,1,1,203.0,143.0,2.53734,1050,250,96.704
ac_charge,charging_vs_unplugged_pre,0x252,B3,5,6,1.0,1.0,1,1,5.0,6.0,2.53734,1050,250,96.704
ac_charge,charging_vs_unplugged_pre,0x252,B4,244,0,1.0,1.0,1,1,244.0,0.0,2.53734,1050,250,96.704
ac_charge,charging_vs_unplugged_pre,0x252,B6,25,23,1.0,1.0,1,1,25.0,23.0,2.53734,1050,250,96.704
ac_charge,charging_vs_unplugged_pre,0x25D,B0,114,54,1.0,1.0,1,1,114.0,54.0,2.53734,1050,250,96.704
ac_charge,charging_vs_unplugged_pre,0x25D,B1,129,65,1.0,1.0,1,1,129.0,65.0,2.53734,1050,250,96.704
ac_charge,charging_vs_unplugged_pre,0x25D,B2,41,1,1.0,1.0,1,1,41.0,1.0,2.53734,1050,250,96.704
ac_charge,charging_vs_unplugged_pre,0x25D,B3,172,22,1.0,1.0,1,1,172.0,22.0,2.53734,1050,250,96.704
ac_charge,charging_vs_unplugged_pre,0x25D,B5,241,240,1.0,1.0,1,1,241.0,240.0,2.53734,1050,250,96.704
ac_charge,charging_vs_unplugged_pre,0x262,B5,176,240,1.0,1.0,1,1,176,240,2.53734,105,25,96.704
ac_charge,charging_vs_unplugged_pre,0x262,B6,146,210,1.0,1.0,1,1,146,210,2.53734,105,25,96.704
ac_charge,charging_vs_unplugged_pre,0x264,B2,208,0,1.0,1.0,1,1,208.0,0.0,2.53734,1050,250,96.704
ac_charge,charging_vs_unplugged_pre,0x264,B4,64,160,1.0,1.0,1,1,64.0,160.0,2.53734,1050,250,96.704
ac_charge,charging_vs_unplugged_pre,0x264,B5,1,0,1.0,1.0,1,1,1.0,0.0,2.53734,1050,250,96.704
ac_charge,charging_vs_unplugged_pre,0x282,B5,19,3,1.0,1.0,1,1,19,3.0,2.5366,1049,250,96.704
ac_charge,charging_vs_unplugged_pre,0x288,B3,143,140,1.0,1.0,1,1,143.0,140.0,2.53734,1050,250,96.704
ac_charge,charging_vs_unplugged_pre,0x288,B5,12,140,1.0,1.0,1,1,12.0,140.0,2.53734,1050,250,96.704
ac_charge,charging_vs_unplugged_pre,0x2A8,B5,128,0,1.0,1.0,1,1,128.0,0.0,2.53734,1050,250,96.704
ac_charge,charging_vs_unplugged_pre,0x2AA,B0,103,47,1.0,1.0,1,1,103.0,47.0,2.53734,1050,250,96.704
ac_charge,charging_vs_unplugged_pre,0x2C7,B6,70,69,1.0,1.0,1,1,70.0,69.0,2.53734,1050,250,96.704
ac_charge,charging_vs_unplugged_pre,0x2D2,B2,172,163,1.0,1.0,1,1,172.0,163.0,2.53734,1050,250,96.704
ac_charge,charging_vs_unplugged_pre,0x2D2,B5,6,0,1.0,1.0,1,1,6.0,0.0,2.53734,1050,250,96.704
ac_charge,charging_vs_unplugged_pre,0x2D2,B6,111,161,1.0,1.0,1,1,111.0,161.0,2.53734,1050,250,96.704
ac_charge,charging_vs_unplugged_pre,0x2D3,B7,100,101,1.0,1.0,1,1,100,101.0,2.54106,211,50,96.704
ac_charge,charging_vs_unplugged_pre,0x2E8,B5,128,0,1.0,1.0,1,1,128.0,0.0,2.53734,1050,250,96.704
ac_charge,charging_vs_unplugged_pre,0x2EC,B0,103,47,1.0,1.0,1,1,103.0,47.0,2.53734,1050,250,96.704
ac_charge,charging_vs_unplugged_pre,0x2F2,B0,98,18,1.0,1.0,1,1,98.0,18.0,2.53734,1050,250,96.704
ac_charge,charging_vs_unplugged_pre,0x32A,B3,0,15,1.0,1.0,1,1,0,15,2.53734,21,5,96.704
ac_charge,charging_vs_unplugged_pre,0x333,B1,32,16,1.0,1.0,1,1,32.0,16.0,2.53734,210,50,96.704
ac_charge,charging_vs_unplugged_pre,0x348,B3,5,4,1.0,1.0,1,1,5,4,2.53734,105,25,96.704
ac_charge,charging_vs_unplugged_pre,0x364,B0,60,0,1.0,1.0,1,1,60,0,2.53734,105,25,96.704
ac_charge,charging_vs_unplugged_pre,0x364,B1,120,130,1.0,1.0,1,1,120,130,2.53734,105,25,96.704
ac_charge,charging_vs_unplugged_pre,0x383,B0,167,165,1.0,1.0,1,1,167.0,165.0,2.53734,1050,250,96.704
ac_charge,charging_vs_unplugged_pre,0x401,B3,131,130,1.0,1.0,1,1,131,130.0,2.53713,3779,900,96.704
ac_charge,charging_vs_unplugged_pre,0x41D,B0,32,0,1.0,1.0,1,1,32.0,0.0,2.53734,1050,250,96.704
ac_charge,charging_vs_unplugged_pre,0x43D,B0,37,0,1.0,1.0,1,1,37.0,0.0,2.53734,1050,250,96.704
ac_charge,charging_vs_unplugged_pre,0x43D,B1,64,0,1.0,1.0,1,1,64.0,0.0,2.53734,1050,250,96.704
ac_charge,charging_vs_unplugged_pre,0x43D,B5,34,0,1.0,1.0,1,1,34.0,0.0,2.53734,1050,250,96.704
ac_charge,charging_vs_unplugged_pre,0x472,B4,16,0,1.0,1.0,1,1,16,0,2.53734,105,25,96.704
ac_charge,charging_vs_unplugged_pre,0x49D,B6,32,0,1.0,1.0,1,1,32.0,0.0,2.53734,1050,250,96.704
ac_charge,plugged_wait_vs_unplugged_pre,0x212,B1,12,4,1.0,1.0,1,1,12.0,4.0,2.05548,400,250,96.704
ac_charge,plugged_wait_vs_unplugged_pre,0x21D,B0,76,4,1.0,1.0,1,1,76.0,4.0,2.05548,400,250,96.704
ac_charge,plugged_wait_vs_unplugged_pre,0x21D,B2,2,53,1.0,1.0,1,1,2.0,53.0,2.05548,400,250,96.704
ac_charge,plugged_wait_vs_unplugged_pre,0x21D,B3,32,0,1.0,1.0,1,1,32.0,0.0,2.05548,400,250,96.704
ac_charge,plugged_wait_vs_unplugged_pre,0x21D,B6,16,0,1.0,1.0,1,1,16.0,0.0,2.05548,400,250,96.704
ac_charge,plugged_wait_vs_unplugged_pre,0x228,B3,143,140,1.0,1.0,1,1,143.0,140.0,2.05548,400,250,96.704
ac_charge,plugged_wait_vs_unplugged_pre,0x228,B5,12,140,1.0,1.0,1,1,12.0,140.0,2.05548,400,250,96.704
ac_charge,plugged_wait_vs_unplugged_pre,0x25D,B0,118,54,1.0,1.0,1,1,118.0,54.0,2.05548,400,250,96.704
ac_charge,plugged_wait_vs_unplugged_pre,0x25D,B1,129,65,1.0,1.0,1,1,129.0,65.0,2.05548,400,250,96.704
ac_charge,plugged_wait_vs_unplugged_pre,0x25D,B2,25,1,1.0,1.0,1,1,25.0,1.0,2.05548,400,250,96.704
ac_charge,plugged_wait_vs_unplugged_pre,0x25D,B3,172,22,1.0,1.0,1,1,172.0,22.0,2.05548,400,250,96.704
ac_charge,plugged_wait_vs_unplugged_pre,0x288,B3,143,140,1.0,1.0,1,1,143.0,140.0,2.05548,400,250,96.704
ac_charge,plugged_wait_vs_unplugged_pre,0x288,B5,12,140,1.0,1.0,1,1,12.0,140.0,2.05548,400,250,96.704
ac_charge,plugged_wait_vs_unplugged_pre,0x292,B2,189,205,1.0,1.0,1,1,189.0,205.0,2.05548,400,250,96.704
ac_charge,plugged_wait_vs_unplugged_pre,0x2A4,B6,253,125,1.0,1.0,1,1,253.0,125,2.05548,40,25,96.704
ac_charge,plugged_wait_vs_unplugged_pre,0x2A8,B5,128,0,1.0,1.0,1,1,128.0,0.0,2.05548,400,250,96.704
ac_charge,plugged_wait_vs_unplugged_pre,0x2AA,B0,103,47,1.0,1.0,1,1,103.0,47.0,2.05548,400,250,96.704
ac_charge,plugged_wait_vs_unplugged_pre,0x2D3,B0,219,218,1.0,1.0,1,1,219.0,218.0,2.05548,80,50,96.704
ac_charge,plugged_wait_vs_unplugged_pre,0x2E8,B5,128,0,1.0,1.0,1,1,128.0,0.0,2.05548,400,250,96.704
ac_charge,plugged_wait_vs_unplugged_pre,0x2EC,B0,103,47,1.0,1.0,1,1,103.0,47.0,2.05548,400,250,96.704
ac_charge,plugged_wait_vs_unplugged_pre,0x318,B5,39,37,1.0,1.0,1,1,39.0,37.0,2.05548,400,250,96.704
ac_charge,plugged_wait_vs_unplugged_pre,0x324,B2,250,248,1.0,1.0,1,1,250.0,248,2.05548,40,25,96.704
ac_charge,plugged_wait_vs_unplugged_pre,0x383,B2,73,75,1.0,1.0,1,1,73.0,75.0,2.05548,400,250,96.704
ac_charge,plugged_wait_vs_unplugged_pre,0x383,B7,97,98,1.0,1.0,1,1,97.0,98.0,2.05548,400,250,96.704
ac_charge,plugged_wait_vs_unplugged_pre,0x38B,B6,42,37,1.0,1.0,1,1,42.0,37,2.05548,40,25,96.704
ac_charge,plugged_wait_vs_unplugged_pre,0x38D,B0,86,150,1.0,1.0,1,1,86.0,150,2.05548,40,25,96.704
ac_charge,plugged_wait_vs_unplugged_pre,0x43D,B0,1,0,1.0,1.0,1,1,1.0,0.0,2.05548,400,250,96.704
ac_charge,plugged_wait_vs_unplugged_pre,0x43D,B5,32,0,1.0,1.0,1,1,32.0,0.0,2.05548,400,250,96.704
ac_charge,plugged_wait_vs_unplugged_pre,0x528,B2,148,147,1.0,1.0,1,1,148.0,147,2.05548,40,25,96.704
ac_charge,plugged_wait_vs_unplugged_pre,0x61D,B0,12,10,1.0,1.0,1,1,12.0,10.0,2.05548,80,50,96.704
ac_charge,charging_vs_unplugged_pre,0x40A,B0,1,0,1.0,0.992,1,2,1,0,2.52477,525,125,95.361
ac_charge,charging_vs_unplugged_post,0x292,B6,132,0,0.9819,1.0,2,1,132.0,0.0,2.18218,1050,450,94.755
ac_charge,charging_vs_unplugged_pre,0x292,B6,132,0,0.9819,1.0,2,1,132.0,0.0,2.53733,1050,250,94.755
ac_charge,charging_vs_unplugged_pre,0x473,B2,3,15,1.0,0.98077,1,2,3.0,15.0,2.48425,212,52,94.687
ac_charge,charging_vs_unplugged_pre,0x3E2,B3,90,106,1.0,0.952,1,2,90,106,2.46167,525,125,92.961
ac_charge,plugged_wait_vs_unplugged_pre,0x38D,B1,2,0,0.95,1.0,2,1,2.0,0,2.02289,40,25,92.841
ac_charge,charging_vs_unplugged_pre,0x528,B2,148,147,0.94286,1.0,2,1,148,147,2.26884,105,25,92.413
ac_charge,charging_vs_unplugged_post,0x528,B2,148,149,0.94286,1.0,2,1,148,149,1.99037,105,45,92.22
ac_charge,charging_vs_unplugged_pre,0x42F,B1,171,170,0.93333,1.0,2,1,171,170,2.16667,105,25,91.841
ac_charge,plugged_wait_vs_unplugged_pre,0x321,B0,38,39,0.95,1.0,2,1,38.0,39,1.92781,40,25,91.397
ac_charge,charging_vs_unplugged_post,0x324,B3,142,143,1.0,0.91111,1,2,142,143,2.04436,105,45,90.508
ac_charge,charging_vs_unplugged_post,0x252,B5,177,128,0.90571,1.0,2,1,177.0,128.0,2.17369,1050,450,90.184
ac_charge,charging_vs_unplugged_pre,0x252,B5,177,168,0.90571,1.0,2,1,177.0,168.0,2.1308,1050,250,90.184
ac_charge,charging_vs_unplugged_pre,0x20C,B2,70,69,1.0,0.9,1,2,70,69.0,2.42727,1049,250,89.841
ac_charge,plugged_wait_vs_unplugged_pre,0x2A4,B2,188,252,0.925,0.88,2,2,188.0,252,1.746,40,25,82.892
ac_charge,charging_vs_unplugged_post,0x33A,B0,207,208,0.8,1.0,2,1,207,208,1.86411,105,45,81.123
ac_charge,charging_vs_unplugged_post,0x264,B1,26,0,0.74857,1.0,2,1,26.0,0.0,2.18115,1050,450,80.755
ac_charge,charging_vs_unplugged_pre,0x264,B1,26,0,0.74857,1.0,2,1,26.0,0.0,2.53547,1050,250,80.755
ac_charge,plugged_wait_vs_unplugged_pre,0x2A4,B1,191,215,0.775,0.8,3,2,191.0,215,1.94886,40,25,80.102
ac_charge,charging_vs_unplugged_post,0x33A,B3,173,181,0.82857,1.0,2,1,173,181,1.67877,105,45,79.131
ac_charge,plugged_wait_vs_unplugged_pre,0x22B,B7,7,255,1.0,0.83748,1,10,7.0,255,1.79746,822,523,78.743
ac_charge,charging_vs_unplugged_post,0x2A4,B3,229,230,0.79048,1.0,3,1,229,230,1.80128,105,45,78.626
ac_charge,plugged_wait_vs_unplugged_pre,0x22B,B0,0,255,1.0,0.81071,1,14,0.0,255,1.8526,822,523,77.377
ac_charge,charging_vs_unplugged_pre,0x33A,B0,207,206,0.8,1.0,2,1,207,206,1.67307,105,25,77.303
ac_charge,charging_vs_unplugged_post,0x241,B3,14,11,0.69714,0.81778,2,2,14.0,11.0,2.10422,1050,450,77.0
ac_charge,charging_vs_unplugged_post,0x2A7,B5,152,140,0.66857,1.0,2,1,152.0,140.0,2.07712,1050,450,75.955
ac_charge,charging_vs_unplugged_pre,0x2A7,B5,152,136,0.66857,1.0,2,1,152.0,136.0,2.43524,1050,250,75.955
ac_charge,charging_vs_unplugged_pre,0x2A4,B3,229,228,0.79048,1.0,3,1,229,228,1.65574,105,25,75.715
ac_charge,charging_vs_unplugged_pre,0x2D3,B0,220,218,0.65877,1.0,2,1,220,218.0,2.30617,211,50,75.367
ac_charge,plugged_wait_vs_unplugged_pre,0x22B,B5,31,255,0.80292,0.89484,5,6,31.0,255,1.72796,822,523,75.28
ac_charge,charging_vs_unplugged_pre,0x241,B3,14,10,0.69714,0.656,2,2,14.0,10.0,2.4327,1050,250,74.532
ac_charge,charging_vs_unplugged_post,0x708,B0,49,48,0.79808,0.97778,2,2,49.0,48,1.56448,104,45,74.346
ac_charge,charging_vs_unplugged_post,0x2D3,B0,220,222,0.65877,1.0,2,1,220,222.0,1.93575,211,90,74.082
ac_charge,charging_vs_unplugged_post,0x252,B1,23,0,0.63333,1.0,2,1,23.0,0.0,2.18053,1050,450,73.841
ac_charge,charging_vs_unplugged_pre,0x252,B1,23,0,0.63333,1.0,2,1,23.0,0.0,2.53435,1050,250,73.841
ac_charge,charging_vs_unplugged_pre,0x324,B2,253,248,0.62857,1.0,3,1,253,248,2.45045,105,25,72.886
ac_charge,charging_vs_unplugged_post,0x324,B2,253,0,0.62857,0.91111,3,2,253,0,2.0419,105,45,72.339
ac_charge,plugged_wait_vs_unplugged_pre,0x2B4,B2,215,216,0.8975,0.696,3,2,215.0,216.0,1.79478,400,250,72.28
ac_charge,plugged_wait_vs_unplugged_pre,0x2A4,B4,53,55,0.7,0.96,2,2,53.0,55,1.7477,40,25,72.126
ac_charge,charging_vs_unplugged_pre,0x132,B2,180,247,0.63111,0.6592,4,3,180,247.0,2.53673,10499,2500,71.628
ac_charge,charging_vs_unplugged_post,0x2D3,B5,255,0,0.59242,1.0,2,1,255,0.0,2.18424,211,90,71.386
ac_charge,charging_vs_unplugged_pre,0x2D3,B5,255,253,0.59242,1.0,2,1,255,253.0,2.07681,211,50,71.386
ac_charge,charging_vs_unplugged_post,0x132,B2,180,247,0.63111,0.654,4,4,180,247.0,2.18181,10499,4500,71.275
ac_charge,charging_vs_unplugged_post,0x3D2,B0,68,78,1.0,0.6,1,3,68,78,2.15745,105,45,71.172
ac_charge,charging_vs_unplugged_post,0x204,B2,70,0,0.58381,1.0,2,1,70.0,0.0,2.182,1050,450,70.87
ac_charge,charging_vs_unplugged_post,0x204,B3,70,255,0.58381,1.0,2,1,70.0,255.0,2.18215,1050,450,70.87
ac_charge,charging_vs_unplugged_pre,0x204,B2,70,0,0.58381,1.0,2,1,70.0,0.0,2.53702,1050,250,70.87
ac_charge,charging_vs_unplugged_pre,0x204,B3,70,255,0.58381,1.0,2,1,70.0,255.0,2.53729,1050,250,70.87
ac_charge,charging_vs_unplugged_post,0x22A,B2,109,57,0.57333,1.0,2,1,109.0,57.0,2.07846,1050,450,70.241
ac_charge,charging_vs_unplugged_pre,0x22A,B2,109,41,0.57333,1.0,2,1,109.0,41.0,2.43366,1050,250,70.241
ac_charge,charging_vs_unplugged_post,0x264,B3,70,0,0.59238,1.0,4,1,70.0,0.0,2.18195,1050,450,70.168
ac_charge,charging_vs_unplugged_pre,0x264,B3,70,0,0.59238,1.0,4,1,70.0,0.0,2.53692,1050,250,70.168
ac_charge,charging_vs_unplugged_post,0x339,B0,1,0,1.0,0.67111,1,2,1.0,0.0,1.67361,1050,450,69.58
ac_charge,charging_vs_unplugged_post,0x339,B5,2,0,1.0,0.67111,1,2,2.0,0.0,1.67361,1050,450,69.58
ac_charge,charging_vs_unplugged_post,0x339,B7,2,15,1.0,0.67111,1,2,2.0,15.0,1.67361,1050,450,69.58
ac_charge,charging_vs_unplugged_pre,0x318,B5,42,37,0.57197,1.0,3,1,42,37.0,2.44715,1049,250,69.49
ac_charge,charging_vs_unplugged_pre,0x61D,B0,15,10,0.57143,1.0,3,1,15.0,10.0,2.44323,210,50,69.457
ac_charge,charging_vs_unplugged_pre,0x292,B4,209,208,0.56095,1.0,2,1,209.0,208.0,1.99449,1050,250,69.388
ac_charge,charging_vs_unplugged_pre,0x383,B2,71,75,0.5581,1.0,2,1,71.0,75.0,2.30185,1050,250,69.327
ac_charge,charging_vs_unplugged_post,0x318,B5,42,45,0.57197,0.61333,3,2,42,45.0,2.02517,1049,450,68.943
ac_charge,charging_vs_unplugged_post,0x61D,B0,15,18,0.57143,0.65556,3,2,15.0,18.0,2.02239,210,90,68.91
ac_charge,charging_vs_unplugged_post,0x2D2,B0,121,109,0.5781,0.73556,4,2,121.0,109.0,2.16879,1050,450,68.848
